Name,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble
30-11-2021,135605.20,11496.10,1804.40,23958.40,6769.40,25843517.60,6627.70,60803.80,40948149.20,28418.40,2143446.60,1603.10,134213.50
31-12-2021,134239.00,11509.30,1805.90,23981.20,6779.90,25737878.50,6633.00,60324.40,41155323.70,28369.90,2146704.30,1588.00,135450.00
31-01-2022,133966.00,11427.40,1795.30,24084.20,6735.60,25819285.50,6594.00,59772.90,40662412.50,28203.40,2164173.90,1601.50,138983.80
28-02-2022,143902.40,12053.20,1909.90,26469.90,7165.20,27438816.40,7015.00,62404.40,43563680.70,30003.80,2296308.30,1700.40,204712.10
31-03-2022,147166.40,12319.30,1942.20,28487.00,7286.00,27894128.00,7133.60,64576.50,44359674.80,35502.50,2353982.80,1745.50,159936.00
29-04-2022,146104.60,12589.70,1911.30,28394.30,7168.90,27708116.80,7020.30,65462.00,43890138.70,35339.90,2400592.90,1811.70,135367.80
31-05-2022,142749.80,12239.80,1838.70,30126.20,6896.00,26810084.00,6753.70,62920.30,42639451.90,34209.00,2274839.60,1716.40,115838.10
30-06-2022,143493.00,12163.50,1817.00,30337.50,6817.60,27068757.50,6674.00,64240.00,42272505.00,34159.60,2359192.80,1738.00,99480.80
29-07-2022,138976.70,11813.00,1753.40,31414.80,6585.80,26007304.10,6440.30,64542.70,40924353.70,33174.30,2277841.80,1719.60,111560.10
31-08-2022,136342.20,11829.30,1715.90,31219.90,6450.10,25468244.30,6302.60,62566.00,40229273.20,32962.40,2295101.90,1706.40,104069.30
30-09-2022,135999.00,11854.70,1671.80,30991.70,6280.80,25456573.10,6140.40,63058.40,39896313.80,32666.00,2391772.70,1706.50,102185.70
31-10-2022,135672.30,11962.40,1639.00,30490.20,6158.60,25564302.50,6020.10,62380.30,40729150.00,39581.90,2334673.60,1658.30,101126.30
30-11-2022,142798.50,12525.20,1753.50,32604.40,6591.80,27585185.30,6440.60,61837.20,43215007.50,43048.40,2312603.50,1703.00,106788.20
30-12-2022,150051.50,12608.70,1813.80,33952.50,6816.10,28235553.10,6661.30,62819.20,42759156.30,44899.40,2293486.90,1699.50,132403.80
